,Course Code,Offering Department,Course Co-ordinator,Teachers Involved,Course Objectives,Course Contents & Topics,Course Learning Outcomes,Pre-requisites (and Co-requisites and Impermissible combinations),Course Status with Related Major/Minor /Professional Core,Course to PLO Mapping,Offer in 2022 - 2023,Offer in 2023 - 2024,Course Grade,Grade Descriptors,A,B,C,D,Fail,Course Type,Group work No. of Hours,Lectures No. of Hours,Assessment No. of Hours,Reading / Self study No. of Hours,Assignments Weighting in final course grade (%),Examination Weighting in final course grade (%),Project reports Weighting in final course grade (%),Required/recommended readingand online materials,Course Website,Additional Course Information,Tutorials No. of Hours,Laboratory No. of Hours,Test Weighting in final course grade (%),Dissertation Weighting in final course grade (%),Oral presentation Weighting in final course grade (%),Research report Weighting in final course grade (%),Distinction,Pass,Internship work No. of Hours,Supervisor's feedback Weighting in final course grade (%),Written report Weighting in final course grade (%),Presentation Weighting in final course grade (%),Laboratory reports Weighting in final course grade (%),Field work No. of Hours,Project work No. of Hours,Project report Weighting in final course grade (%),Essay Weighting in final course grade (%),Report Weighting in final course grade (%),Laboratory work No. of Hours,Presentation No. of Hours,Meeting with supervisor No. of Hours,Discussion No. of Hours

2,BIOC3601,Biomedical Sciences,"Dr B H B Yuen, Biomedical Sciences  < yuenbbh@hku.hk >","(Dr B H B Yuen,Biomedical Sciences) (Dr L W Lim,Biomedical Sciences) (Dr L Y L Cheng,Biomedical Sciences) (Dr WW Ng,Biomedical Sciences)",This course aims to provide foundation concepts of metabolism. It will enable students of this course to see how some of the basic concepts in biochemistry (specifically those learned in BIOC1600 and BIOC2600) could be applied to explain one of the most important and cardinal issues of biological life: the acquisition of metabolic energy. The course will lay the foundation for the more advanced courses offered in the Biochemistry Major and will also serve as a useful complement to courses on nutrition and dietetics.,"This course focuses on the central metabolic pathways involved in the provision of energy needed by living organisms. Major metabolic pathways covered in this course include those that are involved in the synthesis and breakdown of glucose, glycogen, triacylglycerol, and amino acids.  The metabolism of purines and pyrimidines will also be considered. Emphasis is on the understanding of the metabolic reactions involved and how they are regulated in relation to environmental cues. Metabolic derangements as a basis of diseases will also be discussed.",achieve a vigorous intellectual appreciation of basic principles of functional organization of metabolic networks; identify one's own gaps of basic knowledge in metabolism and to fill up those gaps from literature resources through effective means or approaches; develop the communication and social skills essential for the acquisition and dissemination of knowledge,Pass in BIOC2600 or BIOL2220 or MEDE2301 or BMED2301,2022 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2022 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2021 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2020 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2019 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2018 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ),"2022 Major in Biochemistry < PLO 1,3,4,5 >
                              
                             
                                                     
                             
                                                     
                                                          2021 Major in Biochemistry < PLO 1,3,4,5 >
                              
                             
                                                     
                             
                                                     
                                                          2020 Major in Biochemistry < PLO 1,3,4,5 >
                              
                             
                                                     
                             
                                                     
                                                          2019 Major in Biochemistry < PLO 1,2,3,4,5 >
                              
                             
                                                     
                             
                                                     
                                                          2018 Major in Biochemistry < PLO 1,2,3,4,5 >","Y       
                  1st sem",Y,A+ to F,A    Demonstrates thorough and extensive knowledge and skills required for attaining all the course learning outcomes. Displays a strong analytical ability and logical thinking and is able to apply knowledge to a wide range of complex situations. Consistently able to communicate sophisticated ideas confidently and clearly.  B    Demonstrates substantial knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of analytical ability and logical thinking and is sometimes able to apply knowledge to complex situations. Often communicates complex ideas clearly.  C    Demonstrates general but incomplete knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of some analytical ability and logical thinking and is sometimes able to apply knowledge to familiar or uncomplicated situations. Sometimes communicates ideas clearly.  D    Demonstrates limited knowledge and skills required for attaining some of the course learning outcomes. Shows poor analytical ability and logical thinking and is rarely able to apply knowledge to solve problems. Has difficulty in expressing ideas coherently.  Fail Demonstrates little or no evidence of knowledge and skills required for attaining the course learning outcomes. Lacks analytical ability and logical thinking and is unable to apply knowledge to solve problems. Ineffective at communicating ideas.,Demonstrates thorough and extensive knowledge and skills required for attaining all the course learning outcomes. Displays a strong analytical ability and logical thinking and is able to apply knowledge to a wide range of complex situations. Consistently able to communicate sophisticated ideas confidently and clearly.,Demonstrates substantial knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of analytical ability and logical thinking and is sometimes able to apply knowledge to complex situations. Often communicates complex ideas clearly.,Demonstrates general but incomplete knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of some analytical ability and logical thinking and is sometimes able to apply knowledge to familiar or uncomplicated situations. Sometimes communicates ideas clearly.,Demonstrates limited knowledge and skills required for attaining some of the course learning outcomes. Shows poor analytical ability and logical thinking and is rarely able to apply knowledge to solve problems. Has difficulty in expressing ideas coherently.,Demonstrates little or no evidence of knowledge and skills required for attaining the course learning outcomes. Lacks analytical ability and logical thinking and is unable to apply knowledge to solve problems. Ineffective at communicating ideas.,Lecture-based course,,36,,100,50,50,,"Berg JM, Tymoczko JL, GJ Gatto Jr, Stryer L (2015) Biochemistry, 8th ed. W.H. Freeman, New York. Devlin TM (2011) Textbook of Biochemistry: with Clinical Correlations, 7th ed. John Wiley & Sons Inc, New York.Nelson DL, Cox MM (2017) Lehninger Principles of Biochemistry, 7th ed. W.H. Freeman, New York.",NIL,NIL,12,,,,,,,,,,,,,,,,,,,,,

3,BIOC3604,Biomedical Sciences,"Dr K M Yao, Biomedical Sciences  < kmyao@hku.hk >","(Dr  R C C Chang,Biomedical Sciences) (Dr B C W Wong,Biomedical Sciences) (Dr B H B Yuen,Biomedical Sciences) (Dr K M Yao,Biomedical Sciences) (Prof D K Y Shum,Biomedical Sciences) (Prof Z J Zhou,Biomedical Sciences)","To give students a general overview of different experimental approaches and model systems, and to provide students with hands-on experience in basic biochemical and molecular techniques.","Basic concepts in experimental science; writing of lab notebooks; experimental approaches - genetic, biochemical, molecular, genomic and others; methods for isolation and analysis of carbohydrates, proteins, lipids and nucleic acids; subcellular fractionation; enzyme assays and spectrophotometry; basic nucleic acid manipulation - PCR, site-directed mutagenesis, blotting and hybridization, cloning strategies, restriction mapping.","describe and explain the principles underlying various biochemical and molecular techniques; apply different techniques to isolate and characterize carbohydrates, lipids, proteins and nucleic acids in hands-on laboratory sessions; interpret and discuss scientific data using appropriate scientific language; collaborate effectively with team members in laboratory sessions",Pass in BIOC2600 or BIOL2220 or BMED2301 or MEDE2301,2022 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2022 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2021 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2021 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2020 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2020 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2019 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2019 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ); 2018 Major in Biochemistry                              (                                                            Core/Compulsory                                                        ); 2018 Minor in Biochemistry                              (                                                            Disciplinary Elective                                                        ),"2022 Major in Biochemistry < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                                                          2021 Major in Biochemistry < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                                                          2020 Major in Biochemistry < PLO 1,2,3,4 >
                              
                             
                                                     
                             
                                                     
                                                          2019 Major in Biochemistry < PLO 1,2,3,4,5 >
                              
                             
                                                     
                             
                                                     
                                                          2018 Major in Biochemistry < PLO 1,2,3,4,5 >","Y       
                       2nd sem",Y,A+ to F,"A    Demonstrates thorough and extensive knowledge and skills required for attaining all the course learning outcomes. Shows strong analytical ability and logical thinking, with evidence of original thought. Competently conducts laboratory skills and techniques with confidence and can critically appraise data to draw appropriate and insightful conclusions.  B    Demonstrates substantial knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of critical thinking and analytical skills. Conducts laboratory skills and techniques with confidence and can appraise data to draw appropriate conclusions.  C    Demonstrates general but incomplete knowledge and skills required for attaining most of the course learning outcomes. Shows some evidence of critical thinking and analytical skills. Conducts laboratory skills and techniques to a satisfactory level of competence and can sometimes correctly appraise data and draw appropriate conclusions.  D    Demonstrates partial but limited knowledge and skills required for attaining some of the course learning outcomes. Shows limited critical thinking and analytical skills. Displays poor laboratory skills and techniques and is rarely able to use data to draw appropriate conclusions.  Fail Demonstrates little or no evidence of knowledge and skills required for attaining the course learning outcomes. Lacks analytical ability and logical thinking. Displays ineffective lab skills and techniques and is unable to use data to draw appropriate conclusions.","Demonstrates thorough and extensive knowledge and skills required for attaining all the course learning outcomes. Shows strong analytical ability and logical thinking, with evidence of original thought. Competently conducts laboratory skills and techniques with confidence and can critically appraise data to draw appropriate and insightful conclusions.",Demonstrates substantial knowledge and skills required for attaining most of the course learning outcomes. Shows evidence of critical thinking and analytical skills. Conducts laboratory skills and techniques with confidence and can appraise data to draw appropriate conclusions.,Demonstrates general but incomplete knowledge and skills required for attaining most of the course learning outcomes. Shows some evidence of critical thinking and analytical skills. Conducts laboratory skills and techniques to a satisfactory level of competence and can sometimes correctly appraise data and draw appropriate conclusions.,Demonstrates partial but limited knowledge and skills required for attaining some of the course learning outcomes. Shows limited critical thinking and analytical skills. Displays poor laboratory skills and techniques and is rarely able to use data to draw appropriate conclusions.,Demonstrates little or no evidence of knowledge and skills required for attaining the course learning outcomes. Lacks analytical ability and logical thinking. Displays ineffective lab skills and techniques and is unable to use data to draw appropriate conclusions.,Lecture with laboratory component course,,12,,76,50,50,,"Cox MM, Doudna JA and O'Donnell M (2015) Molecular Biology: Principles and Practice, 2nd ed. Macmillan.Scopes RK (1994) Protein Purification: Principles and Practice. 3rd ed, Springer Advanced Texts in Chemistry, Springer-Verlag, New York.Wilson K, Walker KM (2010) Principles and Techniques of Biochemistry and Molecular Biology. 7th ed. Cambridge University Press, Cambridge.",NIL,NIL,6,72,,,,,,,,,,,,,,,,,,,,
